CUST_ID,BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C12073,868.734126,463.01,89.36,546.682275,0.416667,0.166667,4,1000.0,254.635576,375.38376,0.0,12
C12074,996.619846,581.8,61.8,0.0,0.25,0.0,0,8500.0,2088.919798,238.591204,0.0,12
C12076,2551.023341,485.6,182.0,0.0,0.333333,0.0,0,4500.0,478.461522,825.271126,0.0,12
C12079,1780.299975,1907.96,1104.79,727.608789,1.0,0.333333,5,10000.0,2766.13064,391.62458300000003,0.0,12
C12082,2522.043371,0.0,0.0,2504.271338,0.0,0.25,3,7000.0,519.343097,607.30396,0.0,12
C12084,763.992973,245.0,245.0,0.0,0.666667,0.0,0,1500.0,1660.561025,344.810116,0.0,12
C12090,53.697916000000006,114.49,0.0,0.0,0.083333,0.0,0,7500.0,0.0,,0.0,12
C12094,876.577775,1029.94,1029.94,0.0,1.0,0.0,0,2000.0,2221.896121,227.64056000000002,0.0,12
C12095,1666.224023,720.48,720.48,1143.146657,0.833333,0.083333,2,2300.0,2473.6194960000003,462.38019,0.083333,12
C12098,1050.0850070000001,0.0,0.0,468.62985999999995,0.0,0.25,6,1500.0,593.781355,242.578058,0.0,12
C12099,3811.587156,0.0,0.0,848.0328310000001,0.0,0.083333,1,4500.0,1431.650735,1496.831824,0.0,12
C12100,1672.813954,299.83,182.44,113.72026100000001,1.0,0.166667,2,1800.0,559.7085490000001,523.9624660000001,0.0,12
C12104,1178.90161,150.0,150.0,0.0,0.416667,0.0,0,1200.0,360.303696,410.22560699999997,0.0,12
C12105,1007.3620080000001,469.92,469.92,0.0,1.0,0.0,0,1000.0,716.423692,871.8527789999999,0.0,12
C12113,1294.25883,0.0,0.0,92.841595,0.0,0.083333,1,1500.0,308.886492,468.194223,0.0,12
C12117,3474.9726119999996,324.18,31.18,0.0,0.333333,0.0,0,9500.0,950.7359550000001,867.128283,0.0,12
C12121,1262.645703,329.9,72.9,0.0,0.333333,0.0,0,1800.0,905.863527,271.464874,0.0,12
C12122,4196.43487,90.01,0.0,1804.826917,0.166667,0.25,3,8000.0,943.446254,1064.27255,0.0,12
C12127,137.775633,0.0,0.0,1936.2054059999998,0.0,0.166667,4,3000.0,2489.260383,69.12483399999999,0.083333,12
C12129,2828.765822,19.98,0.0,0.0,0.083333,0.0,0,5500.0,593.220384,1159.310924,0.0,12
C12130,1452.4697210000002,205.89,0.0,0.0,0.25,0.0,0,1600.0,501.655195,490.88588200000004,0.0,12
C12132,1414.8781060000001,98.08,29.66,0.0,0.166667,0.0,0,1500.0,523.235492,535.880979,0.0,12
C12135,291.51074500000004,698.91,623.91,79.010038,1.0,0.083333,1,5000.0,684.6991019999999,178.065401,0.0,12
C12138,3250.621234,247.31,247.31,823.112588,0.583333,0.416667,6,4000.0,1016.4905449999999,1014.858941,0.0,12
C12144,1389.583627,712.87,0.0,0.0,0.083333,0.0,0,4500.0,801.18565,364.139587,0.0,12
C12147,1998.339616,2238.0,1068.0,0.0,0.75,0.0,0,6500.0,1985.047114,464.932133,0.0,12
C12149,463.512203,0.0,0.0,1166.9827109999999,0.0,0.333333,5,7500.0,932.601452,167.149574,0.0,12
C12151,1073.42481,57.0,57.0,0.0,0.25,0.0,0,1200.0,295.373115,320.83016200000003,0.0,12
C12155,840.50105,0.0,0.0,1820.4933579999997,0.0,0.416667,5,6500.0,805.79629,262.804339,0.0,12
C12159,981.098292,180.0,180.0,0.0,1.0,0.0,0,1000.0,330.620032,539.543528,0.0,12
C12166,1756.0781370000002,0.0,0.0,954.822692,0.0,0.166667,3,6000.0,1083.406473,673.452218,0.0,12
C12169,1346.309166,652.13,84.37,0.0,0.5,0.0,0,6000.0,385.145146,275.434078,0.0,12
C12170,329.388289,72.84,0.0,0.0,0.083333,0.0,0,3000.0,467.67419299999995,216.289689,0.0,12
C12171,2537.892884,0.0,0.0,354.34601200000003,0.0,0.25,3,3000.0,622.529592,622.651831,0.0,12
C12177,1956.295501,0.0,0.0,211.099323,0.0,0.333333,4,2100.0,634.7883410000001,808.539833,0.0,12
C12178,916.2006550000001,1827.62,418.8,0.0,0.833333,0.0,0,1200.0,1731.206869,253.774892,0.0,12
C12179,699.586726,796.11,0.0,0.0,0.083333,0.0,0,6000.0,807.6652190000001,1559.810579,0.0,12
C12184,1301.8007380000001,0.0,0.0,1378.856373,0.0,0.083333,2,4500.0,1009.40361,280.243063,0.0,12
C12185,1222.164025,0.0,0.0,2397.676198,0.0,0.416667,10,3000.0,385.290048,473.106541,0.0,12
C12187,1189.665497,0.0,0.0,1454.884966,0.0,0.083333,3,1500.0,1656.765938,364.18588,0.0,12
C12188,1220.3591509999999,568.3,568.3,0.0,0.833333,0.0,0,3000.0,902.082618,411.54438700000003,0.0,12
C12189,1167.863521,94.7,0.0,187.817003,0.166667,0.416667,5,1200.0,350.850434,284.605261,0.0,12
C12190,2508.405988,875.05,365.15,0.0,1.0,0.0,0,2600.0,1261.11301,1209.1242650000002,0.0,12
C12194,478.834962,1060.99,20.0,0.0,0.166667,0.0,0,1300.0,1162.790308,208.55975,0.0,12
C12197,2235.7298920000003,83.0,45.0,481.39493,0.333333,0.166667,5,2500.0,568.3367440000001,606.89303,0.0,12
C12200,273.247883,60.0,0.0,0.0,0.083333,0.0,0,2300.0,111.55990200000001,208.976648,0.0,12
C12201,31.296490999999996,84.0,84.0,0.0,1.0,0.0,0,1000.0,91.67226,165.65688899999998,0.0,12
C12202,374.55285200000003,279.0,279.0,0.0,0.333333,0.0,0,1400.0,426.26370199999997,211.761556,0.0,12
C12204,422.72309900000005,344.86,0.0,0.0,0.25,0.0,0,8500.0,1499.598264,185.217625,0.0,12
C12206,2696.774474,0.0,0.0,139.395627,0.0,0.083333,1,3000.0,685.053764,919.457678,0.0,12
C12211,139.449391,843.03,843.03,0.0,0.583333,0.0,0,2200.0,1312.375596,179.54814299999998,0.0,12
C12212,1777.440238,78.47,78.47,332.13781,0.5,0.083333,2,8500.0,3799.466293,499.53668899999997,0.0,12
C12214,713.959917,542.96,90.0,268.41092799999996,0.833333,0.166667,4,2500.0,195.490243,229.46597400000002,0.0,12
C12216,1441.679257,0.0,0.0,914.794214,0.0,0.083333,1,6500.0,568.212802,308.89182999999997,0.0,12
C12222,3188.47034,0.0,0.0,1673.75234,0.0,0.083333,1,4500.0,715.12033,1220.49839,0.0,12
C12223,2737.420448,0.0,0.0,257.147835,0.0,0.25,6,3000.0,944.5914970000001,1249.695933,0.0,12
C12225,951.0619320000001,1699.87,437.83,0.0,1.0,0.0,0,1800.0,2096.1215079999997,306.046439,0.083333,12
C12228,1297.153644,839.14,419.26,0.0,0.833333,0.0,0,6000.0,362.337779,295.29696,0.0,12
C12230,1003.704494,50.0,0.0,457.650652,0.083333,0.25,5,3500.0,3389.03546,260.16707,0.0,12
C12234,2660.420641,0.0,0.0,382.27243500000003,0.0,0.166667,2,5000.0,846.3970039999999,687.0792730000001,0.0,12
C12240,1089.528456,0.0,0.0,76.027194,0.0,0.083333,1,1200.0,371.90295299999997,421.74800300000004,0.0,12
C12242,97.000375,552.09,457.09,0.0,1.0,0.0,0,12000.0,601.430928,188.896158,0.083333,12
C12243,5.016768,284.13,284.13,0.0,0.916667,0.0,0,4000.0,274.729879,4.390918,0.0,12
C12247,4550.3970039999995,548.0,0.0,660.523355,0.25,0.25,5,5000.0,1158.922139,1330.173932,0.0,12
C12248,2005.414367,0.0,0.0,510.618121,0.0,0.25,3,2100.0,746.145517,477.94493600000004,0.0,12
C12252,2598.802288,0.0,0.0,185.90953100000002,0.0,0.083333,1,3000.0,773.831303,671.834242,0.0,12
C12253,3086.75297,1015.91,722.5,0.0,0.916667,0.0,0,10500.0,938.1312710000001,807.263772,0.0,12
C12255,390.55064,1261.99,120.0,0.0,0.5,0.0,0,3000.0,18.496532000000002,1151.777196,0.0,12
C12261,2586.357487,0.0,0.0,256.100571,0.0,0.083333,1,3000.0,658.61387,582.879568,0.0,12
C12263,3677.4714340000005,1.0,0.0,859.2977880000001,0.083333,0.083333,2,7000.0,944.9922619999999,947.6919320000001,0.0,12
C12264,203.024867,542.94,542.94,0.0,0.416667,0.0,0,4000.0,955.283993,163.678855,0.0,12
C12269,3084.618021,0.0,0.0,2506.67355,0.0,0.5,10,4000.0,1003.664133,654.301721,0.0,12
C12270,52.575297,282.62,249.0,0.0,0.416667,0.0,0,6000.0,388.872739,149.88429399999998,0.2,12
C12271,1166.500558,73.8,73.8,595.036388,0.333333,0.416667,6,2000.0,514.586639,324.35911699999997,0.0,12
C12276,24.463673999999997,254.37,254.37,0.0,0.75,0.0,0,4000.0,206.073166,128.455136,0.125,12
C12280,1219.914858,0.0,0.0,442.37252699999993,0.0,0.166667,2,1500.0,540.400104,288.438136,0.0,12
C12282,689.6976440000001,22.68,22.68,0.0,0.083333,0.0,0,11500.0,906.092735,224.709183,0.0,12
C12288,1504.334228,565.0,0.0,0.0,0.25,0.0,0,2200.0,2511.315474,471.29566500000004,0.0,12
C12291,391.385478,0.0,0.0,0.0,0.333333,0.0,0,4000.0,192.787345,227.924469,0.0,12
C12294,1685.0207309999998,0.0,0.0,243.61411,0.0,0.083333,1,1800.0,559.5565190000001,335.731533,0.0,12
C12297,1380.7285650000001,0.0,0.0,126.63711599999999,0.0,0.166667,3,1500.0,279.782836,515.444012,0.0,12
C12299,147.838347,0.0,0.0,68.919596,0.0,0.083333,1,600.0,50.406698,250.17030499999998,0.0,12
C12302,4677.0212950000005,1798.66,434.44,1569.577102,0.916667,0.416667,6,9000.0,1156.783897,1615.317615,0.0,12
C12303,33.319379999999995,279.56,279.56,0.0,0.666667,0.0,0,3000.0,347.911693,146.317275,0.28571399999999997,12
C12304,1748.3103829999998,0.0,0.0,157.152652,0.0,0.083333,1,2000.0,538.4434349999999,484.32512,0.0,12
C12312,4181.216990999999,1443.33,0.0,0.0,0.083333,0.0,0,6000.0,1027.149996,1420.666789,0.0,12
C12314,2382.328208,899.58,486.3,450.25273200000004,1.0,0.166667,4,2500.0,850.1868509999999,1212.047288,0.0,12
C12317,1599.306976,112.57,0.0,70.56407800000001,0.25,0.083333,1,1800.0,595.55337,379.959706,0.0,12
C12322,462.916347,270.97,163.82,0.0,0.333333,0.0,0,10000.0,1293.523382,181.597864,0.083333,12
C12323,1281.276331,792.14,88.56,0.0,0.916667,0.0,0,1500.0,397.388693,706.199917,0.0,12
C12324,632.807858,453.91,135.0,927.939586,0.583333,0.5,8,6000.0,350.387978,228.165965,0.0,12
C12333,44.174721000000005,290.0,290.0,0.0,0.75,0.0,0,6000.0,326.635918,158.281177,0.11111099999999999,12
C12335,937.276757,45.65,0.0,19.995297,0.083333,0.083333,1,1000.0,335.809644,442.35472699999997,0.0,12
C12344,1301.549278,0.0,0.0,72.681585,0.0,0.083333,1,1500.0,317.21162200000003,531.398722,0.0,12
C12353,1417.4744560000001,144.49,0.0,0.0,0.416667,0.0,0,1500.0,348.50421,417.305741,0.0,12
C12354,1613.321542,252.0,0.0,0.0,0.166667,0.0,0,1800.0,833.5157059999999,592.475313,0.0,12
C12355,392.19400299999995,788.14,0.0,0.0,0.166667,0.0,0,9000.0,1041.707049,192.452296,0.0,12
C12361,153.00313500000001,96.2,96.2,0.0,0.833333,0.0,0,9000.0,326.168469,202.58767,0.0,12
C12363,1466.91925,0.0,0.0,37.691257,0.0,0.166667,2,1500.0,323.642185,429.538368,0.0,12
C12364,1777.0561050000001,1083.12,1083.12,0.0,1.0,0.0,0,4000.0,383.231247,659.5605320000001,0.0,12
C12365,475.171266,1155.4,0.0,0.0,0.083333,0.0,0,2000.0,1264.974166,116.244107,0.0,12
C12371,955.4141199999999,0.0,0.0,1145.252721,0.0,0.25,4,1200.0,1402.659723,372.64136099999996,0.0,12
C12373,3304.423662,0.0,0.0,1270.287892,0.0,0.416667,9,7000.0,1026.076088,1478.485801,0.0,12
C12374,1135.6291390000001,398.64,398.64,0.0,1.0,0.0,0,1500.0,364.300862,449.07262000000003,0.0,12
C12383,4071.7921659999997,1721.66,1170.49,0.0,1.0,0.0,0,10000.0,1065.8949380000001,1173.307383,0.0,12
C12386,2093.8446559999998,0.0,0.0,1307.898095,0.0,0.083333,2,3000.0,470.841807,912.479272,0.0,12
C12387,299.464702,1439.49,846.49,0.0,1.0,0.0,0,6000.0,1323.74446,200.986504,0.0,12
C12388,21.928045,190.45,0.0,49.196465,0.166667,0.083333,1,8500.0,155.609598,66.46563499999999,0.0,12
C12391,2664.7004239999997,715.51,606.51,494.573662,0.75,0.083333,1,3500.0,918.0030320000001,792.9028940000001,0.0,12
C12392,900.482738,0.0,0.0,77.012362,0.0,0.083333,1,1000.0,197.631228,214.62422,0.0,12
C12393,1146.202492,0.0,0.0,58.697368999999995,0.0,0.25,3,1200.0,290.331406,353.360027,0.0,12
C12401,234.70048599999998,82.0,0.0,0.0,0.083333,0.0,0,4200.0,350.773984,215.83447900000002,0.0,12
C12403,1435.703308,664.61,618.91,945.736707,0.666667,0.166667,3,7500.0,453.69220599999994,358.574883,0.0,12
C12408,3044.269636,93.31,0.0,789.6971440000001,0.083333,0.166667,2,3500.0,670.7199889999999,949.5205890000001,0.0,12
C12414,3338.863375,775.0,410.0,0.0,0.583333,0.0,0,8500.0,920.7482890000001,784.929199,0.0,12
C12419,162.54754,405.61,405.61,0.0,0.916667,0.0,0,2200.0,612.6747379999999,130.269702,0.0,12
C12423,929.1150759999999,611.71,20.0,0.0,0.5,0.0,0,1200.0,1019.5276449999999,273.627647,0.0,12
C12424,2159.3709329999997,627.23,133.75,1055.5586460000002,0.75,0.25,3,2500.0,1030.373212,521.492992,0.0,12
C12425,4523.499003,0.0,0.0,966.297398,0.0,0.083333,2,9500.0,1348.018275,1101.578675,0.0,12
C12426,753.703481,0.0,0.0,899.346012,0.0,0.083333,2,1200.0,1065.666403,160.863666,0.083333,12
C12427,3778.609797,878.29,247.02,0.0,0.583333,0.0,0,8500.0,883.744982,858.064557,0.0,12
C12429,606.3232820000001,299.9,0.0,0.0,0.25,0.0,0,4200.0,502.64224,204.447891,0.0,12
C12437,1073.370435,824.77,446.96,1214.495468,0.666667,0.333333,6,1800.0,534.728641,892.117717,0.0,12
C12440,372.924756,462.7,300.0,0.0,0.5,0.0,0,1800.0,1193.383862,114.183944,0.181818,12
C12442,2092.855291,1624.05,418.3,0.0,0.5,0.0,0,8500.0,3794.7964479999996,559.169569,0.083333,12
C12443,556.9128860000001,0.0,0.0,972.2236849999999,0.0,0.083333,1,4000.0,1968.0651710000002,188.43584099999998,0.083333,12
C12448,1887.0613489999998,0.0,0.0,93.43710899999999,0.0,0.166667,3,2000.0,411.517239,765.751845,0.0,12
C12449,152.227891,946.0,410.0,0.0,0.75,0.0,0,6500.0,804.2559160000001,169.22966399999999,0.2,12
C12451,2544.036536,0.0,0.0,107.710567,0.0,0.083333,1,7000.0,1064.575065,587.9575629999999,0.0,12
C12454,182.959331,847.88,847.88,0.0,0.666667,0.0,0,5000.0,757.48839,193.758424,0.166667,12
C12456,2817.4034739999997,1878.54,679.65,1154.965664,0.5,0.416667,8,3500.0,3185.017063,1079.066979,0.0,12
C12459,126.289657,366.68,366.68,175.284005,0.333333,0.166667,2,3000.0,679.431948,126.69250600000001,0.181818,12
C12461,1084.131331,803.22,803.22,901.628291,1.0,0.166667,3,1000.0,866.009167,1038.182688,0.0,12
C12463,109.59438899999999,177.0,0.0,0.0,0.083333,0.0,0,1950.0,170.47103,221.171027,0.0,12
C12466,2866.054641,0.0,0.0,236.955668,0.0,0.25,4,3000.0,714.738754,799.591816,0.0,12
C12469,1299.93337,0.0,0.0,916.37094,0.0,0.083333,2,2400.0,303.052882,453.831541,0.0,12
C12472,4587.892398,140.6,0.0,953.9340179999999,0.083333,0.25,3,5500.0,1151.202909,1489.130441,0.0,12
C12475,34.387537,153.18,91.28,0.0,0.416667,0.0,0,2500.0,99.085409,145.637604,0.0,12
C12478,10.106017,1160.66,1125.76,0.0,1.0,0.0,0,1500.0,1152.518504,32.376453000000005,0.11111099999999999,12
C12483,1176.9920849999999,890.0,490.0,0.0,0.583333,0.0,0,3000.0,640.607666,289.74740099999997,0.0,12
C12490,17.026818,453.24,453.24,0.0,1.0,0.0,0,2000.0,435.997908,62.817278,0.25,12
C12491,229.540732,694.91,657.41,0.0,0.916667,0.0,0,7500.0,1016.0904230000001,189.29217,0.083333,12
C12492,186.706199,868.0,868.0,0.0,0.5,0.0,0,4000.0,618.9642150000001,268.075781,0.0,12
C12498,2537.257188,0.0,0.0,557.526465,0.0,0.166667,2,2750.0,933.01991,602.387923,0.0,12
C12499,2376.483239,858.5,0.0,356.57005699999996,0.333333,0.166667,3,7000.0,748.290167,597.63665,0.0,12
C12501,3904.008546,600.0,600.0,1433.189324,0.5,0.5,6,4700.0,1154.910275,1475.694904,0.0,12
C12503,1114.5632699999999,0.0,0.0,298.65912599999996,0.0,0.083333,1,6000.0,3842.787673,547.238675,0.11111099999999999,12
C12504,1128.7176359999999,55.69,0.0,56.453676,0.083333,0.083333,1,1200.0,266.28641899999997,544.723121,0.0,12
C12507,3490.1867409999995,816.0,177.09,0.0,0.583333,0.0,0,11500.0,947.039165,1076.480794,0.0,12
C12508,1368.99507,521.31,381.31,0.0,1.0,0.0,0,3000.0,616.0959650000001,467.239217,0.0,12
C12519,1101.6567539999999,1398.21,154.71,0.0,0.75,0.0,0,7000.0,257.24454,346.84493599999996,0.0,12
C12521,765.880394,0.0,0.0,1966.8124129999999,0.0,0.083333,1,8500.0,2953.858729,335.991369,0.181818,12
C12523,2008.461205,0.0,0.0,2436.1074289999997,0.0,0.083333,4,2900.0,3092.937061,681.529737,0.083333,12
C12525,198.12511999999998,0.0,0.0,973.656086,0.0,0.166667,5,1200.0,253.475631,73.411615,0.083333,12
C12530,117.77768799999998,853.3,0.0,0.0,0.25,0.0,0,2000.0,851.9216720000001,73.600798,0.0,12
C12534,490.36878499999995,932.03,700.16,987.069944,0.416667,0.083333,1,5500.0,3170.370677,269.655125,0.083333,12
C12535,1848.248809,307.12,0.0,0.0,0.083333,0.0,0,8500.0,3421.846931,470.192366,0.0,12
C12540,1203.4645560000001,440.0,440.0,1472.061257,0.333333,0.083333,3,3000.0,584.787421,267.430198,0.0,12
C12546,3664.2825880000005,493.34,233.34,0.0,0.416667,0.0,0,9500.0,1050.91005,821.066878,0.0,12
C12548,4570.04875,888.98,0.0,1825.929322,0.416667,0.166667,2,6000.0,1179.34586,1200.9609070000001,0.0,12
C12555,1589.4492710000002,255.75,68.75,0.0,0.333333,0.0,0,3500.0,599.0444209999999,586.6937019999999,0.0,12
C12560,2008.0049760000002,75.5,0.0,0.0,0.166667,0.0,0,5000.0,485.389275,603.340807,0.0,12
C12566,705.645246,1325.21,308.0,0.0,0.75,0.0,0,3000.0,860.2654460000001,227.00465699999998,0.0,12
C12568,1978.0410969999998,0.0,0.0,1922.461395,0.0,0.166667,4,5500.0,1481.136548,477.28419299999996,0.0,12
C12578,1132.282217,0.0,0.0,68.520455,0.0,0.083333,1,1200.0,281.613657,240.36658300000002,0.0,12
C12581,1373.252757,0.0,0.0,79.435812,0.0,0.166667,3,1500.0,303.776791,466.08332,0.0,12
C12585,774.645244,190.54,190.54,2467.204866,0.416667,0.25,4,1200.0,2365.524893,423.0202,0.166667,12
C12586,727.467671,420.88,420.88,429.48125300000004,0.416667,0.333333,4,4500.0,1190.41941,205.529399,0.0,12
C12591,752.485849,0.0,0.0,1075.239192,0.0,0.083333,4,1200.0,1321.7983470000001,145.445603,0.0,12
C12592,537.491488,1672.99,700.98,0.0,0.583333,0.0,0,1600.0,1306.526458,968.817429,0.25,12
C12598,952.379745,481.75,50.0,0.0,0.833333,0.0,0,1200.0,449.280028,273.50358700000004,0.0,12
C12599,160.681189,993.5,97.5,0.0,0.333333,0.0,0,6500.0,980.963861,140.519148,0.090909,12
C12606,2297.7089739999997,0.0,0.0,797.536774,0.0,0.083333,2,3000.0,893.62955,469.99020700000005,0.0,12
C12607,1667.269812,86.69,0.0,715.7473190000001,0.083333,0.083333,2,5500.0,313.750208,351.085178,0.0,12
C12611,772.206384,1319.19,22.5,1581.0264550000002,0.666667,0.333333,6,1200.0,2853.125011,528.790549,0.166667,12
C12612,533.1633780000001,0.0,0.0,930.378581,0.0,0.166667,2,1800.0,1753.60425,206.790234,0.11111099999999999,12
C12616,2384.257016,0.0,0.0,99.110887,0.0,0.166667,2,2500.0,564.37975,847.0796369999999,0.0,12
C12617,25.706551,133.86,133.86,0.0,0.333333,0.0,0,9500.0,148.214416,167.952263,0.22222199999999998,12
C12621,1822.2592350000002,0.0,0.0,1672.6535509999999,0.0,0.25,4,2500.0,589.389711,428.293387,0.0,12
C12623,93.964086,815.34,666.3,0.0,0.916667,0.0,0,2500.0,361.786239,125.69386599999999,0.3,12
C12626,2177.338711,0.0,0.0,430.53407300000003,0.0,0.083333,2,2500.0,943.9095550000001,663.690608,0.0,12
C12627,1055.833418,351.54,290.0,0.0,1.0,0.0,0,3000.0,585.022975,251.539573,0.0,12
C12630,1061.394006,0.0,0.0,320.869981,0.0,0.333333,8,8500.0,273.383468,319.905806,0.0,12
C12633,462.59821500000004,1319.26,0.0,0.0,0.083333,0.0,0,3500.0,98.01831800000001,281.813294,0.0,12
C12636,1581.742203,0.0,0.0,335.348071,0.0,0.166667,2,1800.0,463.88804000000005,448.969242,0.0,12
C12637,1026.201421,0.0,0.0,244.88818999999998,0.0,0.166667,2,1200.0,440.519737,320.383825,0.0,12
C12638,1585.806548,0.0,0.0,274.3843,0.0,0.083333,1,2000.0,566.302426,351.844812,0.0,12
C12640,237.86143900000002,569.02,322.13,1431.673728,0.5,0.083333,3,3200.0,589.35887,186.59462,0.083333,12
C12646,989.0222289999999,0.0,0.0,559.2005280000001,0.0,0.416667,5,1200.0,1071.879544,263.735953,0.0,12
C12650,1072.257388,0.0,0.0,39.265903,0.0,0.083333,1,1200.0,286.46296,263.950897,0.0,12
C12652,975.8208619999999,66.72,66.72,0.0,0.333333,0.0,0,1000.0,254.277454,199.50773999999998,0.0,12
C12656,3268.304631,340.57,90.09,2671.441618,0.583333,0.333333,10,6000.0,1282.359,1027.045756,0.0,12
C12658,234.183227,617.3,447.5,282.667958,0.916667,0.25,4,2500.0,1436.2344369999998,169.80316000000002,0.25,12
C12659,36.868846999999995,360.0,360.0,0.0,0.5,0.0,0,3000.0,286.431721,91.31394,0.0,12
C12660,334.1265,0.0,0.0,1783.362859,0.0,0.416667,10,1400.0,1811.5582370000002,176.97812199999998,0.181818,12
C12663,443.20278899999994,350.31,350.31,153.17366299999998,0.25,0.25,3,4500.0,398.335288,223.457783,0.0,12
C12665,1872.9340170000003,382.5,72.5,0.0,0.416667,0.0,0,1950.0,463.93879400000003,1005.849526,0.0,12
C12666,2490.7875940000004,176.65,109.96,152.71213400000002,1.0,0.083333,1,2500.0,857.9791339999999,746.423779,0.0,12
C12668,339.406259,14.28,14.28,0.0,0.416667,0.0,0,10500.0,1263.292815,1486.059666,0.083333,12
C12671,1154.410108,0.0,0.0,2593.398852,0.0,0.083333,1,3000.0,2607.1102730000002,471.642521,0.090909,12
C12673,597.44365,0.0,0.0,36.582227,0.0,0.083333,1,1500.0,1572.9051140000001,160.096384,0.181818,12
C12676,1965.755378,889.66,309.57,0.0,1.0,0.0,0,2500.0,2612.998677,691.369848,0.0,12
C12678,2740.10065,169.19,0.0,464.040014,0.083333,0.083333,1,3200.0,1108.374243,625.831281,0.0,12
C12679,393.700868,0.0,0.0,673.6446179999999,0.0,0.166667,3,1000.0,319.088414,185.010395,0.0,12
C12680,459.134859,223.34,223.34,0.0,0.666667,0.0,0,500.0,498.40193899999997,455.872675,0.0,12
C12681,4805.164203,0.0,0.0,949.5878039999999,0.0,0.083333,2,8500.0,1260.875219,1622.411952,0.0,12
C12683,1238.049848,45.65,0.0,2475.656139,0.083333,0.416667,10,1500.0,2643.105215,477.49415199999993,0.083333,12
C12685,1114.506863,602.07,602.07,0.0,1.0,0.0,0,1800.0,676.487532,248.438014,0.0,12
C12686,1212.426549,265.22,0.0,0.0,0.166667,0.0,0,3000.0,332.755679,441.11556399999995,0.0,12
C12691,3633.533005,383.2,0.0,49.167984000000004,0.083333,0.083333,1,11000.0,1061.683135,953.456332,0.0,12
C12693,86.547135,789.45,0.0,0.0,0.416667,0.0,0,2500.0,1370.1717130000002,119.649702,0.11111099999999999,12
C12694,144.513072,758.5,758.5,0.0,0.666667,0.0,0,3000.0,860.545375,192.201279,0.14285699999999998,12
C12696,32.821775,644.99,644.99,0.0,1.0,0.0,0,4000.0,579.016837,75.94409399999999,0.3,12
C12699,134.238558,420.0,133.0,0.0,0.583333,0.0,0,7500.0,519.436959,190.475641,0.0,12
C12700,128.48978,462.86,462.86,0.0,1.0,0.0,0,3000.0,381.3599,171.90371100000002,0.0,12
C12702,1544.585361,0.0,0.0,549.0628839999999,0.0,0.083333,2,2000.0,408.068987,478.09786799999995,0.0,12
C12710,542.8074849999999,220.62,0.0,0.0,0.166667,0.0,0,2000.0,608.782428,166.733071,0.0,12
C12714,1304.460033,0.0,0.0,78.76309599999999,0.0,0.166667,2,1500.0,395.136073,368.588193,0.0,12
C12715,1601.692049,61.46,61.46,0.0,0.25,0.0,0,4000.0,399.369214,512.7597049999999,0.0,12
C12721,1327.653853,20.9,0.0,0.0,0.083333,0.0,0,1500.0,287.690115,483.2481,0.0,12
C12723,3441.5161740000003,358.68,358.68,0.0,1.0,0.0,0,7500.0,1376.000823,751.654272,0.0,12
C12725,1828.6219600000002,0.0,0.0,689.185829,0.0,0.083333,1,2300.0,2466.964742,471.940554,0.0,12
C12727,99.680638,0.0,0.0,437.39921100000004,0.0,0.333333,5,10500.0,661.87877,122.779423,0.333333,12
C12728,1517.559661,0.0,0.0,456.39607699999993,0.0,0.166667,2,1950.0,473.17571200000003,381.27230299999997,0.0,12
C12731,1135.8163769999999,520.24,0.0,0.0,0.583333,0.0,0,1200.0,706.6054389999999,785.964114,0.0,12
C12735,745.1576769999999,485.17,0.0,0.0,0.166667,0.0,0,3000.0,191.11158700000001,285.884887,0.0,12
C12736,32.915397999999996,192.99,124.39,0.0,0.333333,0.0,0,6000.0,153.983501,137.922744,0.090909,12
C12738,623.955961,0.0,0.0,2119.7024030000002,0.0,0.166667,3,1200.0,1838.8510030000002,174.872521,0.25,12
C12740,939.348677,50.0,0.0,0.0,0.083333,0.0,0,1000.0,315.440785,628.156487,0.0,12
C12742,123.05866999999999,151.92,151.92,0.0,1.0,0.0,0,3500.0,447.181346,171.75455,0.083333,12
C12743,72.794263,227.64,227.64,0.0,1.0,0.0,0,2500.0,159.044676,170.517535,0.0,12
C12744,2376.965338,0.0,0.0,1321.906162,0.0,0.333333,4,3000.0,549.4579480000001,557.916999,0.0,12
C12751,1127.139413,185.0,45.0,737.622804,0.166667,0.166667,2,6100.0,2166.388477,311.343748,0.0,12
C12753,1565.577135,0.0,0.0,2676.476175,0.0,0.333333,6,3000.0,3418.679368,477.674801,0.090909,12
C12760,142.278809,164.68,131.94,0.0,0.833333,0.0,0,2500.0,539.762925,141.426265,0.0,12
C12763,432.79313099999996,540.13,224.83,0.0,0.666667,0.0,0,6500.0,737.5229820000001,163.94759,0.0,12
C12766,20.758677,548.01,548.01,0.0,0.666667,0.0,0,1900.0,1049.6360650000001,55.511514,0.0,12
C12768,1744.9568329999997,0.0,0.0,198.295367,0.0,0.25,5,1800.0,525.4618389999999,539.962551,0.0,12
C12771,1530.725391,0.0,0.0,59.670168000000004,0.0,0.083333,1,1600.0,347.02884500000005,526.3847969999999,0.0,12
